Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.0,inf,20,0.95,False,inf,0.08628921899958186,20,6,3,628.1970704740004,8406,inf,647.3332834300002
SoRB,0.0,0.0,20,0.95,False,5.0,0.011635046001174487,20,15,5,466.7402720920013,3015,inf,472.0766197180001
SoRB,0.2,5000.0,20,0.95,False,5.0,0.007993257000634912,20,16,5,348.03071533598995,529,3835.6003194200002,349.1302242869997
SoRB,0.15,10000.0,20,0.95,False,5.0,0.011065247001170064,20,17,2,372.95683589097825,426,3099.4182630179994,373.74268683599985
SoRB,0.15,15000.0,20,0.95,False,5.0,0.014231731998734176,20,17,2,385.6232123449972,395,2533.850983343,386.7375046019988
SoRB,0.05,20000.0,20,0.95,False,5.0,0.014043609004147584,20,19,3,371.42821486200046,137,3453.4384919609984,371.76255189100266
SoRB,0.0,25000.0,20,0.95,False,5.0,0.0063980060040194076,20,20,2,375.9152001359944,20,3727.3291840910024,376.00799221499983
SoRB,0.05,30000.0,20,0.95,False,5.0,0.008014609004021622,20,19,5,336.8091335220088,159,3288.4777431949988,337.1475942010002
SoRB,0.0,35000.0,20,0.95,False,5.0,0.0036251899909984786,20,20,5,384.498112011006,20,4199.968024597001,384.58495708400005
SoRB,0.2,40000.0,20,0.95,False,5.0,0.01669110498187365,20,16,4,378.1140497810993,521,3458.765923793995,379.10175011099636
SoRB,0.15,45000.0,20,0.95,False,5.0,0.01760620101413224,20,17,1,366.01945296923805,380,2783.0419396569996,366.96390216400323
SoRB,0.05,50000.0,20,0.95,False,5.0,0.008659576997160912,20,19,1,389.3841397909855,143,3387.4775117550016,389.663710918001
