Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.0,inf,20,0.95,False,inf,0.03154785499918944,20,14,7,607.3234701320018,3614,inf,617.0360058749998
SoRB,0.0,0.0,20,0.95,False,5.0,0.012150853999628453,20,18,10,545.0176480869968,1218,inf,548.584151566
SoRB,0.0,5000.0,20,0.95,False,5.0,0.002686365007321001,20,20,8,465.21831735299384,20,6607.316094262,465.42946538900105
SoRB,0.15,10000.0,20,0.95,False,5.0,0.011030343999664183,20,17,8,471.9114597400112,518,5013.0629887430005,473.1318195319982
SoRB,0.0,15000.0,20,0.95,False,5.0,0.0034820930050045718,20,20,9,458.79905506099385,20,4028.1213332879997,459.0252386459979
SoRB,0.05,20000.0,20,0.95,False,5.0,0.007141075002436992,20,19,9,470.5996944270155,163,5172.499342862997,471.1887112910008
SoRB,0.05,25000.0,20,0.95,False,5.0,0.006101616032538004,20,19,7,476.5419949309653,164,5938.367980039999,476.99158652999904
SoRB,0.05,30000.0,20,0.95,False,5.0,0.005475227015267592,20,19,9,470.56550876602705,166,5476.848811002004,471.07591675000003
SoRB,0.15,35000.0,20,0.95,False,5.0,0.008432966009422671,20,17,8,506.2565405859423,467,4986.010054503,507.5323697950007
SoRB,0.1,40000.0,20,0.95,False,5.0,0.006384407999576069,20,18,13,336.1133507310151,319,5015.504296612002,336.7638055069983
SoRB,0.1,45000.0,20,0.95,False,5.0,0.008334946003742516,20,18,8,342.68029448805464,309,3919.6103269359955,343.4016384189963
SoRB,0.05,50000.0,20,0.95,False,5.0,0.004277641011867672,20,19,10,324.70652511396474,163,4289.717469426003,325.1324902359993
