Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.1,inf,20,0.95,False,inf,0.031040956999959235,20,12,10,629.6841823009986,3857,inf,639.8328474000002
SoRB,0.05,0.0,20,0.95,False,5.0,0.015747652998470585,20,15,8,569.7618383009917,2542,inf,576.2263507339999
SoRB,0.0,5000.0,20,0.95,False,5.0,0.007791128000462777,20,17,12,532.3339475270313,1817,5187.750131605,536.7067185169999
SoRB,0.2,10000.0,20,0.95,False,5.0,0.012199277998661273,20,16,9,505.3025839220427,462,4257.956087924002,506.55837667299966
SoRB,0.3,15000.0,20,0.95,False,5.0,0.022495174995128764,20,14,8,492.213395480936,717,3704.199739507001,494.3506287529999
SoRB,0.25,20000.0,20,0.95,False,5.0,0.017848132003564388,20,15,11,502.6583457460147,603,3733.316056083,504.3207183500017
SoRB,0.15,25000.0,20,0.95,False,5.0,0.009669547001976753,20,17,8,501.58179683404524,356,3901.021971979,502.5243505239996
SoRB,0.1,30000.0,20,0.95,False,5.0,0.009669014008977683,20,18,9,516.5179314519883,264,3706.213611529998,517.2076605839975
SoRB,0.1,35000.0,20,0.95,False,5.0,0.008543961979739834,20,18,10,486.5411160499789,229,3899.270512174,487.1643590540043
SoRB,0.25,40000.0,20,0.95,False,5.0,0.016229172004386783,20,15,7,495.9654820820433,538,4160.795084117002,497.4611049599989
SoRB,0.2,45000.0,20,0.95,False,5.0,0.01485104400489945,20,16,8,510.56575728910684,411,3740.135387012,511.6814915270006
SoRB,0.2,50000.0,20,0.95,False,5.0,0.013861213017662521,20,16,8,359.75350631300535,492,4025.2241850779974,360.78116379600397
