Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.05,inf,20,0.95,False,inf,0.014555976000110604,20,17,12,574.8580018129949,1342,inf,578.7071393829999
SoRB,0.0,0.0,20,0.95,False,5.0,0.019706162000147742,20,14,7,650.7653346560273,3614,inf,660.8769364589998
SoRB,0.0,5000.0,20,0.95,False,5.0,0.013045538997175754,20,16,9,614.1012048880002,2416,6075.7378851270005,620.9914605140002
SoRB,0.2,10000.0,20,0.95,False,5.0,0.018347078999795485,20,16,9,508.12411653403615,488,5784.742313338,509.43798058000175
SoRB,0.3,15000.0,20,0.95,False,5.0,0.025504349989205366,20,14,5,460.69008364799447,657,4916.640428813,462.6444148720002
SoRB,0.1,20000.0,20,0.95,False,5.0,0.009481197012064513,20,18,11,446.5669945640075,237,4066.4050616950008,447.2540627469971
SoRB,0.05,25000.0,20,0.95,False,5.0,0.004487960006372305,20,19,9,451.22504616800506,128,3657.816942900001,451.5406918350018
SoRB,0.25,30000.0,20,0.95,False,5.0,0.013744505005888641,20,15,10,450.1049912060771,580,4096.902250709001,451.54628439200314
SoRB,0.05,35000.0,20,0.95,False,5.0,0.00607038499583723,20,19,7,373.68847333795566,117,4123.4745465929955,373.9914458300045
SoRB,0.15,40000.0,20,0.95,False,5.0,0.008303949012770317,20,17,9,339.8982497300094,348,3650.66577503,340.56385634400067
SoRB,0.4,45000.0,20,0.95,False,5.0,0.019128423016809393,20,12,8,326.5024185479924,866,3075.0023111269984,328.0775738240045
SoRB,0.2,50000.0,20,0.95,False,5.0,0.012284031996387057,20,16,10,325.35479440201743,451,3540.9431063640004,326.2624396989995
