Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,1.0,inf,20,0.95,False,inf,0.005492012998729479,20,0,0,213.1274512470427,3727,inf,220.18874899799994
SGM,1.0,0.0,20,0.95,False,5.0,0.006139211005574907,20,0,0,222.74298402907334,3925,inf,230.16886026700013
SGM,0.95,5000.0,20,0.95,False,5.0,0.005310171998644364,20,0,0,234.3064136360099,4452,327.6994857310001,242.29353784299929
SGM,1.0,10000.0,20,0.95,False,5.0,0.005430765993878595,20,0,0,205.25434369796494,3787,318.2964196110006,212.11838048400023
SGM,1.0,15000.0,20,0.95,False,5.0,0.004959730002155993,20,0,0,204.58695958394492,3795,331.662201793999,211.43517330800023
SGM,1.0,20000.0,20,0.95,False,5.0,0.006878815998788923,20,0,0,216.49493339501532,3865,335.73464847300056,223.61341042700042
SGM,1.0,25000.0,20,0.95,False,5.0,0.006811544000811409,20,0,0,211.40293853198636,3821,340.4397434469993,218.32270833000075
SGM,0.9,30000.0,20,0.95,False,5.0,0.0055146780014183605,20,0,0,256.0456422379175,4856,335.73385503699865,264.9016735119985
SGM,0.95,35000.0,20,0.95,False,5.0,0.00659466500110284,20,0,0,251.4386532281078,4655,330.1749096929998,259.971665811001
SGM,1.0,40000.0,20,0.95,False,5.0,0.0052657280011771945,20,0,0,212.82297155494598,3870,344.9854130880012,219.79381448799904
SGM,0.95,45000.0,20,0.95,False,5.0,0.005447598003229359,20,0,0,226.21702828796515,4306,316.6369617700002,233.69222056699982
SGM,1.0,50000.0,20,0.95,False,5.0,0.005995436995362979,20,0,0,215.1823921170453,4080,339.5837368809989,222.1924042640003
