Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.3,inf,20,0.95,False,inf,0.032280090999847744,20,14,12,601.7486115240024,767,inf,603.9506018779998
SoRB,0.25,0.0,20,0.95,False,5.0,0.022483871000531508,20,15,7,602.6947489839995,822,inf,605.1176296979997
SoRB,0.45,5000.0,20,0.95,False,5.0,0.03275963200121623,20,11,4,628.3739763920021,1432,3569.7137182349998,632.6915237899993
SoRB,0.25,10000.0,20,0.95,False,5.0,0.017743278007401386,20,15,10,601.4128795129946,840,3390.146417090001,603.9079342819987
SoRB,0.3,15000.0,20,0.95,False,5.0,0.021576547998847673,20,14,10,563.6566994079785,988,3626.461636854001,566.2467473399993
SoRB,0.2,20000.0,20,0.95,False,5.0,0.01646716098912293,20,16,6,472.8159442430333,613,3248.5839027759994,474.48369777599873
SoRB,0.05,25000.0,20,0.95,False,5.0,0.0071287250066234265,20,19,14,499.05138602501756,193,3431.9479306099965,499.5460031069997
SoRB,0.1,30000.0,20,0.95,False,5.0,0.005716768995625898,20,18,14,468.76224340597764,360,3900.835368418,469.71378617699884
SoRB,0.2,35000.0,20,0.95,False,5.0,0.012422354007867398,20,16,6,453.17888306599343,680,2586.14810142,454.63504173399997
SoRB,0.1,40000.0,20,0.95,False,5.0,0.01376295201771427,20,18,5,462.7905985219404,347,3549.588162520995,463.8030718929949
SoRB,0.0,45000.0,20,0.95,False,5.0,0.00897737397463061,20,20,9,411.645844536979,20,3534.507801976004,411.71848989200225
SoRB,0.0,50000.0,20,0.95,False,5.0,0.005927311001869384,20,20,8,316.1511887019733,20,4807.862095851997,316.200614237001
