Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.75,inf,20,0.95,False,inf,0.009680736000063916,20,0,0,469.94432672098947,8027,inf,489.779895422
SGM,0.95,0.0,20,0.95,False,5.0,0.008582928000805623,20,0,0,463.9821404629929,8212,inf,483.51499027499995
SGM,0.65,5000.0,20,0.95,False,5.0,0.006977532999826508,20,0,0,557.4494481410134,10168,464.48174290199995,581.5051547170001
SGM,0.4,10000.0,20,0.95,False,5.0,0.003467943998202827,20,0,0,521.6202341699959,9247,470.8864310549998,543.5060117710004
SGM,0.25,15000.0,20,0.95,False,5.0,0.0032139459990503383,20,0,0,576.6836814360486,10370,518.479234679,601.2323000419992
SGM,0.1,20000.0,20,0.95,False,5.0,0.0021329209994291887,20,0,0,628.5379254429427,11359,553.211756568,655.4587592509997
SGM,0.3,25000.0,20,0.95,False,5.0,0.0015136180018089362,20,0,0,539.9834089459791,10022,491.00062994699965,562.213577556
SGM,0.35,30000.0,20,0.95,False,5.0,0.002440787995510618,20,0,0,553.948760056026,10306,534.1309855090003,576.8225004119995
SGM,0.1,35000.0,20,0.95,False,5.0,0.00174190000143426,20,0,0,597.7329374841684,11204,544.1349194880004,622.542507862001
SGM,0.1,40000.0,20,0.95,False,5.0,0.001323909000348067,20,0,0,588.5410095169718,11014,556.0870005010001,613.1308608189993
SGM,0.05,45000.0,20,0.95,False,5.0,0.0017777079992811196,20,0,0,622.6719996689935,11583,577.6850647519987,649.2996330240003
SGM,0.15,50000.0,20,0.95,False,5.0,0.0010799449955811724,20,0,0,588.2364280621568,10523,653.0373891980016,613.3019390230002
