Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.0,inf,20,0.95,False,inf,0.02913947500019276,20,13,9,606.0236695280037,4213,inf,617.2037758249999
SoRB,0.0,0.0,20,0.95,False,5.0,0.01702290599951084,20,14,10,586.9658100559996,3614,inf,596.220247497
SoRB,0.0,5000.0,20,0.95,False,5.0,0.018731902000581613,20,14,9,575.2142647299424,3614,4329.611410052001,584.6114156900003
SoRB,0.1,10000.0,20,0.95,False,5.0,0.01826993400391075,20,15,11,563.5063615430063,2384,4673.411789476999,569.785619186001
SoRB,0.2,15000.0,20,0.95,False,5.0,0.013111931002640631,20,16,7,500.41567284095436,895,3873.3319738749997,503.5485649500006
SoRB,0.1,20000.0,20,0.95,False,5.0,0.005377710003813263,20,18,9,519.9997762119638,448,4316.800449168,521.5113826030029
SoRB,0.15,25000.0,20,0.95,False,5.0,0.009066046000953065,20,17,11,524.0447312400247,684,2385.4990934279995,526.3044101939995
SoRB,0.35,30000.0,20,0.95,False,5.0,0.021018944004026707,20,13,10,544.6584909139528,1496,3978.2167041380017,548.8221636359995
SoRB,0.25,35000.0,20,0.95,False,5.0,0.019422167039010674,20,15,8,536.4656318629932,1078,4031.2948324710014,539.6414681910028
SoRB,0.25,40000.0,20,0.95,False,5.0,0.011613594986556564,20,15,12,508.41760444701504,1088,3369.7132923690006,511.42718649999733
SoRB,0.15,45000.0,20,0.95,False,5.0,0.009240545994543936,20,17,11,491.13654668413074,631,3981.848967547994,492.9144029540039
SoRB,0.25,50000.0,20,0.95,False,5.0,0.02177991802454926,20,14,10,545.9056589239335,2018,3412.656990498006,551.1403360780023
