Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.15,inf,20,0.95,False,inf,0.0012701760078925872,20,0,0,591.6997659570861,10645,inf,616.9131517160004
SGM,0.1,0.0,20,0.95,False,5.0,0.001255359004062484,20,0,0,615.6650001269863,11142,inf,642.1042139860001
SGM,0.1,5000.0,20,0.95,False,5.0,0.0011769560023822123,20,0,0,591.9807677520184,10978,611.7435131309994,616.9361377050009
SGM,0.05,10000.0,20,0.95,False,5.0,0.0008981289975054096,20,0,0,608.7586468891313,11967,579.6427509579989,633.514165765002
SGM,0.1,15000.0,20,0.95,False,5.0,0.0009891569970932323,20,0,0,567.057290924,11171,534.8819819409982,590.0256831320003
SGM,0.2,20000.0,20,0.95,False,5.0,0.001192889001686126,20,0,0,506.464798360008,9815,536.5261061279998,526.7106348919988
SGM,0.1,25000.0,20,0.95,False,5.0,0.0009193160040013026,20,0,0,560.0975441339579,10998,539.2353084399983,582.6839598379993
SGM,0.05,30000.0,20,0.95,False,5.0,0.0009628310035623144,20,0,0,569.9814968578394,11736,519.2757535469973,591.9606521620008
SGM,0.05,35000.0,20,0.95,False,5.0,0.0010889100085478276,20,0,0,529.9942761200036,11428,517.3809254589978,550.5436965419976
SGM,0.0,40000.0,20,0.95,False,5.0,0.0007783500077493954,20,0,0,571.6377785859186,12000,506.8235854249979,593.5275502600016
SGM,0.05,45000.0,20,0.95,False,5.0,0.000805330004368443,20,0,0,560.453699298956,11792,519.2640287000031,581.9709923500013
SGM,0.05,50000.0,20,0.95,False,5.0,0.0007696770007896703,20,0,0,563.1657593935997,11625,530.5049301729996,584.7616798320014
