Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,1.0,inf,20,0.95,False,inf,0.0076128769978822675,20,0,0,245.5551568079427,3858,inf,254.6250059720005
SGM,0.95,0.0,20,0.95,False,5.0,0.0076235099986661226,20,0,0,274.90303254403443,4457,inf,285.30470714200055
SGM,1.0,5000.0,20,0.95,False,5.0,0.00904749800429272,20,0,0,272.57684596896615,4183,382.7312883550003,282.6719362120002
SGM,1.0,10000.0,20,0.95,False,5.0,0.007598206000693608,20,0,0,251.92460282203137,3803,404.119794197999,261.20766125299997
SGM,1.0,15000.0,20,0.95,False,5.0,0.00761392400272598,20,0,0,247.48309439698824,3860,412.27425779499936,256.57863377500144
SGM,0.9,20000.0,20,0.95,False,5.0,0.007154535000154283,20,0,0,286.4081204191025,4660,399.6269156340004,297.41559705300097
SGM,1.0,25000.0,20,0.95,False,5.0,0.007080273004248738,20,0,0,252.48546437195546,4014,386.52007608400163,261.89478352300284
SGM,1.0,30000.0,20,0.95,False,5.0,0.007905119007773465,20,0,0,231.79160313606917,3601,418.48454663899975,240.31983323399982
SGM,1.0,35000.0,20,0.95,False,5.0,0.00646564399721683,20,0,0,230.98985976002223,3615,391.1299003500026,239.64092160400105
SGM,1.0,40000.0,20,0.95,False,5.0,0.0067127100155630615,20,0,0,242.33185445694107,3779,377.2267905169974,251.29139511900212
SGM,1.0,45000.0,20,0.95,False,5.0,0.006580426990694832,20,0,0,239.78968658510712,3729,387.60007715900065,248.5859225690001
SGM,0.95,50000.0,20,0.95,False,5.0,0.0070899450074648485,20,0,0,269.6927641109287,4322,378.9038766619997,279.74749129599877
