Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.15,inf,20,0.95,False,inf,0.011398484999745051,20,0,0,737.9344457790044,10830,inf,768.8239010940001
SGM,0.25,0.0,20,0.95,False,5.0,0.008371224999791593,20,0,0,661.3480913790295,9642,inf,689.1681267570002
SGM,0.7,5000.0,20,0.95,False,5.0,0.00863101399909283,20,0,0,416.0099589740098,5598,696.1744184209997,432.2498436650003
SGM,1.0,10000.0,20,0.95,False,5.0,0.009768275998794707,20,0,0,222.7260850179755,2442,636.8299004750002,229.89336316400022
SGM,1.0,15000.0,20,0.95,False,5.0,0.010277516998939973,20,0,0,233.32773772597557,2626,583.479554345,240.93730942099955
SGM,1.0,20000.0,20,0.95,False,5.0,0.012168254999778583,20,0,0,235.27508391603442,2648,588.293297192,242.94399455199982
SGM,1.0,25000.0,20,0.95,False,5.0,0.009683526000117126,20,0,0,235.50175976097944,2639,595.077835004,243.13839911099967
SGM,1.0,30000.0,20,0.95,False,5.0,0.009371678000206884,20,0,0,232.10403376303657,2594,577.9974424710008,239.60862204000023
SGM,1.0,35000.0,20,0.95,False,5.0,0.00962261499989836,20,0,0,224.7285261170091,2472,566.8037946450004,231.90674517700063
SGM,1.0,40000.0,20,0.95,False,5.0,0.00995062699985283,20,0,0,220.93677196197132,2350,609.662986962001,227.89454705699973
SGM,1.0,45000.0,20,0.95,False,5.0,0.009013277998747071,20,0,0,230.76332240402735,2530,587.133358649,238.22743879000154
SGM,1.0,50000.0,20,0.95,False,5.0,0.010375373994975234,20,0,0,234.0602408089253,2558,581.8382388259997,241.5770375209995
