Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.15,inf,20,0.95,False,inf,0.020588751999412125,20,16,11,586.116906143001,922,inf,588.666083886
SoRB,0.0,0.0,20,0.95,False,5.0,0.015054977000545477,20,16,10,640.2103716490083,2416,inf,647.073542094
SoRB,0.2,5000.0,20,0.95,False,5.0,0.017765752998457174,20,16,8,530.2465194850065,305,11020.253592511,531.0399708549994
SoRB,0.25,10000.0,20,0.95,False,5.0,0.013372565990721341,20,15,11,470.4446115049941,353,8823.243250562,471.3568321009989
SoRB,0.35,15000.0,20,0.95,False,5.0,0.023019428008410614,20,13,8,472.14583562107873,536,8929.429414989005,473.4105520699959
SoRB,0.15,20000.0,20,0.95,False,5.0,0.006716176976624411,20,17,10,334.0931392900384,245,9186.210837542007,334.4984132739992
SoRB,0.35,25000.0,20,0.95,False,5.0,0.014230994005629327,20,13,8,327.6906746970126,557,6077.009149512996,328.64530338299664
SoRB,0.25,30000.0,20,0.95,False,5.0,0.01200753900775453,20,15,9,325.7406032279323,357,6068.3196206919965,326.3773883650065
SoRB,0.15,35000.0,20,0.95,False,5.0,0.007966975987073965,20,17,13,324.5821074350024,238,6926.5449011169985,325.04626455400285
SoRB,0.45,40000.0,20,0.95,False,5.0,0.022757754995836876,20,11,8,341.0844336562586,670,6812.092428566,342.29327312199166
