Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SoRB,0.0,inf,20,0.95,False,inf,0.06610514499948295,20,7,4,663.6946812260046,7807,inf,681.9524319689999
SoRB,0.2,0.0,20,0.95,False,5.0,0.013320824999027536,20,16,4,438.2676148440005,487,inf,439.407725603
SoRB,0.1,5000.0,20,0.95,False,5.0,0.010491289999663422,20,18,3,437.1266523209879,261,4698.414923148,438.0166361949996
SoRB,0.05,10000.0,20,0.95,False,5.0,0.011485994993563509,20,19,3,396.6155723180036,129,2734.8474472430007,396.9425025319997
SoRB,0.1,15000.0,20,0.95,False,5.0,0.019997510002212948,20,18,3,400.3226222300218,246,3347.8779608059995,400.9904158970003
SoRB,0.05,20000.0,20,0.95,False,5.0,0.009216956004820531,20,19,4,373.85551205797674,135,3541.7413112099985,374.25462167300066
SoRB,0.05,25000.0,20,0.95,False,5.0,0.0054303639990394,20,19,7,411.4530847440037,141,3895.3405425830024,411.7367412209969
SoRB,0.1,30000.0,20,0.95,False,5.0,0.010242227010166971,20,18,4,420.65486703499846,204,3067.541930242998,421.2273575549989
SoRB,0.0,35000.0,20,0.95,False,5.0,0.009616426021239022,20,20,4,397.8067214949915,20,3258.1266191600007,397.8927311139996
SoRB,0.0,40000.0,20,0.95,False,5.0,0.01042048100498505,20,20,4,384.81189865100896,20,3887.4172253569996,384.90096512900345
SoRB,0.05,45000.0,20,0.95,False,5.0,0.01761982499010628,20,19,3,395.415705403022,156,3699.2014789250024,395.7753289780012
SoRB,0.1,50000.0,20,0.95,False,5.0,0.006436627001676243,20,18,4,344.7501122141184,247,3946.7722024920004,345.2113511119969
