Planner,Success Rate,Cleanup Steps,Evaluation Trials,Difficulty,Priority Cleaning,K-Nearest Filter,Time Searching Graph for Path,Path Planning Attempts,Path Planning Failures,Localization Failures,Time to Choose Action,Action Attempts,Time to Clean Graph,Time to Evaluate Success Rate
SGM,0.35,inf,20,0.95,False,inf,0.010578255000154968,20,0,0,709.6474519089913,10277,inf,739.6786347509999
SGM,0.75,0.0,20,0.95,False,5.0,0.007368318000771978,20,0,0,546.8366175280321,7824,inf,569.7943692000003
SGM,0.65,5000.0,20,0.95,False,5.0,0.007495205999475729,20,0,0,689.7429002439812,9936,643.7266950829999,719.1113105090003
SGM,0.2,10000.0,20,0.95,False,5.0,0.0038874079973538755,20,0,0,726.9187939110343,10542,643.9277597130003,757.7188922680007
SGM,0.05,15000.0,20,0.95,False,5.0,0.002542789001381607,20,0,0,820.4054989459673,11925,700.7959689519994,855.7496676349992
SGM,0.25,20000.0,20,0.95,False,5.0,0.003100046999861661,20,0,0,701.8145709190403,10046,748.1741106979998,731.3365123120011
SGM,0.15,25000.0,20,0.95,False,5.0,0.0019463269964035135,20,0,0,755.3606357530298,10769,809.2116155149997,787.3867726699991
SGM,0.15,30000.0,20,0.95,False,5.0,0.0020681980040535564,20,0,0,749.8689665220008,10631,810.1637697740007,781.1889385220002
SGM,0.05,35000.0,20,0.95,False,5.0,0.002139812000677921,20,0,0,795.1207879718859,11873,806.9404438239999,829.1889277829996
SGM,0.1,40000.0,20,0.95,False,5.0,0.0019063370091316756,20,0,0,754.4643056269615,11315,838.6776581989998,786.3782534399998
SGM,0.15,45000.0,20,0.95,False,5.0,0.0018663400060177082,20,0,0,709.7771269420355,10932,751.5078126570006,740.3541521209991
SGM,0.05,50000.0,20,0.95,False,5.0,0.0017344180014333688,20,0,0,749.3836875089219,11424,754.3037696900028,781.8357697319989
